사용일자,노선명,역ID,역명,승차총승객수,하차총승객수,등록일자
20180901,7호선,2748,가산디지털단지,18115,16802,20180904
20180901,7호선,2749,철산,20947,21211,20180904
20180901,7호선,2750,광명사거리,23407,23104,20180904
20180901,7호선,2751,천왕,7169,6478,20180904
20180901,7호선,2752,온수(성공회대입구),7067,7090,20180904
20180901,7호선,2753,까치울,6191,6083,20180904
20180901,7호선,2754,부천종합운동장,4096,3442,20180904
20180901,7호선,2755,춘의,6372,5810,20180904
20180901,7호선,2756,신중동,12217,11961,20180904
20180901,7호선,2757,부천시청,11403,11212,20180904
20180901,7호선,2758,상동,14568,14895,20180904
20180901,7호선,2759,삼산체육관,4722,4337,20180904
20180901,7호선,2760,굴포천,7823,7722,20180904
20180901,7호선,2761,부평구청,9044,7326,20180904
20180901,8호선,2811,암사,14583,13083,20180904
20180901,8호선,2812,천호(풍납토성),16462,19585,20180904
20180901,8호선,2813,강동구청,7496,7616,20180904
20180901,8호선,2814,몽촌토성(평화의문),6294,6369,20180904
20180901,8호선,2815,잠실(송파구청),14020,16528,20180904
20180901,8호선,2816,석촌,7239,7415,20180904
20180901,8호선,2817,송파,4274,4106,20180904
20180901,8호선,2818,가락시장,6075,6422,20180904
20180901,8호선,2819,문정,9766,9430,20180904
20180901,8호선,2820,장지,15454,14914,20180904
20180901,8호선,2821,복정,8928,7509,20180904
20180901,8호선,2822,산성,5164,4995,20180904
20180901,8호선,2823,남한산성입구(성남법원.검찰청),11150,9497,20180904
20180901,8호선,2824,단대오거리,9140,8410,20180904
20180901,8호선,2825,신흥,4396,4699,20180904
20180901,8호선,2826,수진,4682,4328,20180904
20180901,8호선,2827,모란,4174,3377,20180904
20180901,9호선,4101,개화,5282,3840,20180904
20180901,9호선,4102,김포공항,9933,12544,20180904
20180901,9호선,4103,공항시장,2514,2737,20180904
20180901,9호선,4104,신방화,7129,6527,20180904
20180901,9호선,4105,마곡나루,5427,5387,20180904
20180901,9호선,4106,양천향교,6091,5667,20180904
20180901,9호선,4107,가양,17065,16144,20180904
20180901,9호선,4108,증미,5069,5058,20180904
20180901,9호선,4109,등촌,8127,7899,20180904
20180901,9호선,4110,염창,13229,11687,20180904
20180901,9호선,4111,신목동,2963,2490,20180904
20180901,9호선,4112,선유도,4117,3950,20180904
20180901,9호선,4113,당산,15251,13995,20180904
20180901,9호선,4114,국회의사당,6804,6420,20180904
20180901,9호선,4115,여의도,11378,10626,20180904
20180901,9호선,4116,샛강,3269,3397,20180904
20180901,9호선,4117,노량진,26964,28513,20180904
20180901,9호선,4118,노들,4059,3428,20180904
20180901,9호선,4119,흑석(중앙대입구),7745,7686,20180904
20180901,9호선,4120,동작(현충원),2260,1635,20180904
20180901,9호선,4121,구반포,2800,3016,20180904
20180901,9호선,4122,신반포,2906,2811,20180904
20180901,9호선,4123,고속터미널,15064,26758,20180904
20180901,9호선,4124,사평,2275,2051,20180904
20180901,9호선,4125,신논현,26707,27639,20180904
20180901,공항철도 1호선,4201,서울,14073,12820,20180904
20180901,공항철도 1호선,4202,공덕,1689,2584,20180904
20180901,공항철도 1호선,4203,홍대입구,13775,14096,20180904
20180901,공항철도 1호선,4204,디지털미디어시티,8548,7759,20180904
20180901,공항철도 1호선,4207,김포공항,11003,6148,20180904
20180901,공항철도 1호선,4208,계양,9397,8445,20180904
20180901,공항철도 1호선,4209,검암,7865,7986,20180904
20180901,공항철도 1호선,4210,청라국제도시,4734,4457,20180904
20180901,공항철도 1호선,4211,운서,6398,6708,20180904
20180901,공항철도 1호선,4212,공항화물청사,1867,1967,20180904
20180901,공항철도 1호선,4213,인천공항1터미널,20599,18007,20180904
20180901,공항철도 1호선,4215,인천공항2터미널,6279,5311,20180904
20180901,공항철도 1호선,4217,영종,2365,2308,20180904
20180901,9호선2단계,4126,언주,5959,5833,20180904
20180901,9호선2단계,4127,선정릉,5280,5527,20180904
20180901,9호선2단계,4128,삼성중앙,3041,3118,20180904
20180901,9호선2단계,4129,봉은사,12040,11759,20180904
20180901,9호선2단계,4130,종합운동장,5195,4007,20180904
20180901,우이신설선,4701,북한산우이,3514,3465,20180904
20180901,우이신설선,4702,솔밭공원,2108,2049,20180904
20180901,우이신설선,4703,4.19민주묘지,2513,2256,20180904
20180901,우이신설선,4704,가오리,3443,3184,20180904
20180901,우이신설선,4705,화계,2745,2485,20180904
20180901,우이신설선,4706,삼양,1806,1901,20180904
20180901,우이신설선,4707,삼양사거리,2121,2080,20180904
20180901,우이신설선,4708,솔샘,4438,3849,20180904
20180901,우이신설선,4709,북한산보국문,5097,4240,20180904
20180901,우이신설선,4710,정릉,3708,3024,20180904
20180901,우이신설선,4711,성신여대입구(돈암),3900,4273,20180904
20180901,우이신설선,4712,보문,1353,1338,20180904
20180901,우이신설선,4713,신설동,1324,1343,20180904
20180901,경원선,1022,창동,1,0,20180904
20180901,경원선,1021,녹천,4430,3536,20180904
20180901,경원선,1020,월계,5482,4782,20180904
20180901,경원선,1019,광운대,8026,7712,20180904
20180901,경원선,1008,이촌(국립중앙박물관),4236,3093,20180904
20180901,경원선,1018,석계,9498,10171,20180904
20180901,경원선,1017,신이문,8185,7285,20180904
20180901,경원선,1016,외대앞,10442,9740,20180904
20180901,경원선,1014,청량리(서울시립대입구),19903,21358,20180904
20180901,경원선,1013,왕십리(성동구청),18336,20590,20180904
20180901,경원선,1012,응봉,1740,1488,20180904
20180901,경원선,1011,옥수,39,21,20180904
20180901,경원선,1010,한남,3822,3710,20180904
20180901,경원선,1009,서빙고,1666,1641,20180904
20180901,경인선,1822,중동,8706,7966,20180904
20180901,3호선,333,매봉,7017,6489,20180904
20180901,3호선,334,도곡,4914,4936,20180904
20180901,3호선,335,대치,13056,11408,20180904
20180901,3호선,336,학여울,4470,4729,20180904
20180901,3호선,337,대청,7141,6156,20180904
20180901,3호선,338,일원,6114,6081,20180904
20180901,3호선,339,수서,15979,15495,20180904
20180901,3호선,340,가락시장,8671,7946,20180904
20180901,3호선,341,경찰병원,5186,4943,20180904
20180901,3호선,342,오금,5558,5016,20180904
20180901,4호선,409,당고개,11864,11087,20180904
20180901,4호선,410,상계,17827,16218,20180904
20180901,4호선,411,노원,20441,23281,20180904
20180901,4호선,412,창동,25738,27165,20180904
20180901,일산선,1954,백석,10598,10641,20180904
20180901,일산선,1955,마두,7424,7441,20180904
20180901,일산선,1956,정발산,9893,10959,20180904
20180901,일산선,1957,주엽,9031,8693,20180904
20180901,일산선,1958,대화,13054,11090,20180904
20180901,중앙선,1015,회기,28876,27542,20180904
20180901,중앙선,1201,중랑,5313,5047,20180904
20180901,중앙선,1202,상봉(시외버스터미널),6045,5839,20180904
20180901,중앙선,1203,망우,8169,7798,20180904
20180901,중앙선,1204,양원,1422,1440,20180904
20180901,중앙선,1205,구리,13081,13483,20180904
20180901,중앙선,1206,도농,7785,6985,20180904
20180901,중앙선,1207,양정,849,735,20180904
20180901,중앙선,1208,덕소,5904,5627,20180904
20180901,중앙선,1209,도심,2298,1938,20180904
20180901,중앙선,1210,팔당,1494,1589,20180904
20180901,중앙선,1211,운길산,1221,1133,20180904
20180901,중앙선,1212,양수,2731,2854,20180904
20180901,중앙선,1213,신원,263,275,20180904
20180901,중앙선,1214,국수,858,713,20180904
20180901,중앙선,1215,아신,813,806,20180904
20180901,중앙선,1216,오빈,329,376,20180904
20180901,중앙선,1217,양평,3521,3904,20180904
20180901,중앙선,1218,원덕,535,550,20180904
20180901,중앙선,1219,용문,3416,3661,20180904
20180901,중앙선,1220,지평,65,65,20180904
20180901,장항선,1401,봉명,940,944,20180904
20180901,장항선,1402,쌍용(나사렛대),2154,1833,20180904
20180901,장항선,1403,아산,3178,3081,20180904
20180901,장항선,1405,배방,1147,1007,20180904
20180901,장항선,1407,온양온천,5145,5245,20180904
20180901,장항선,1408,신창(순천향대),1679,1719,20180904
20180901,경의선,1251,서울역,1867,1986,20180904
20180901,경의선,1252,신촌,641,624,20180904
20180901,경의선,1261,효창공원앞,2089,2132,20180904
20180901,경의선,1262,공덕,2838,2159,20180904
20180901,경의선,1263,서강대,2102,2009,20180904
20180901,경의선,1264,홍대입구,2377,3209,20180904
20180901,경의선,1265,가좌,4428,4203,20180904
20180901,경의선,1266,디지털미디어시티,1933,1855,20180904
20180901,경의선,1267,수색,1921,1870,20180904
20180901,경의선,1268,화전,1789,1651,20180904
20180901,경의선,1269,강매,2039,1851,20180904
20180901,경의선,1270,행신,6353,5996,20180904
20180901,경의선,1271,능곡,3266,3148,20180904
20180901,경의선,1272,곡산,515,502,20180904
20180901,경의선,1273,백마,5322,4930,20180904
20180901,경의선,1274,풍산,4703,4314,20180904
20180901,경의선,1275,일산,7349,7225,20180904
20180901,경의선,1276,탄현,6330,5951,20180904
20180901,경의선,1277,야당,4209,4019,20180904
20180901,경의선,1278,운정,4918,4570,20180904
20180901,경의선,1279,금릉,4589,4346,20180904
20180901,경의선,1280,금촌,8060,7517,20180904
20180901,경의선,1282,월롱,1902,1615,20180904
20180901,경의선,1283,파주,1437,961,20180904
20180901,경의선,1284,문산,7454,6341,20180904
20180901,경의선,1291,서울역,2,0,20180904
20180901,경의선,1296,계양,2,0,20180904
20180901,경춘선,1311,신내,578,581,20180904
20180901,경춘선,1312,갈매,2000,1768,20180904
20180901,경춘선,1313,별내,2228,2140,20180904
20180901,경춘선,1314,퇴계원,3116,2759,20180904
20180901,경춘선,1315,사릉,3018,2775,20180904
20180901,경춘선,1316,금곡,1366,1215,20180904
20180901,경춘선,1317,평내호평,5310,5135,20180904
20180901,경춘선,1318,천마산,1486,1424,20180904
20180901,경춘선,1319,마석,3648,3541,20180904
20180901,경춘선,1320,대성리,1494,1881,20180904
20180901,경춘선,1321,청평,3244,3798,20180904
20180901,경춘선,1322,상천,526,596,20180904
20180901,경춘선,1323,가평,2916,3840,20180904
20180901,경춘선,1324,굴봉산,538,411,20180904
20180901,경춘선,1325,백양리,181,182,20180904
20180901,경춘선,1326,강촌,960,986,20180904
20180901,경춘선,1327,김유정,692,805,20180904
20180901,경춘선,1328,남춘천,3618,3875,20180904
20180901,경춘선,1329,춘천,3728,3673,20180904
20180901,수인선,1878,달월,58,51,20180904
20180901,수인선,1879,월곶,2417,2299,20180904
20180901,수인선,1880,소래포구,5544,5555,20180904
20180901,수인선,1881,인천논현,5831,5879,20180904
20180901,수인선,1882,호구포,2843,2759,20180904
20180901,수인선,1883,남동인더스파크,1197,1127,20180904
20180901,수인선,1884,원인재,4550,4750,20180904
20180901,수인선,1885,연수,5361,5228,20180904
20180901,수인선,1886,송도,2756,2532,20180904
20180901,수인선,1888,인하대,4753,4544,20180904
20180901,수인선,1889,숭의,2881,2712,20180904
20180901,수인선,1890,신포,1787,1924,20180904
20180901,수인선,1891,인천,1498,2449,20180904
20180901,경강선,1501,판교,2875,2769,20180904
20180901,경강선,1502,이매,1397,870,20180904
20180901,경강선,1503,삼동,1519,1230,20180904
20180901,경강선,1504,경기광주,5689,5144,20180904
20180901,경강선,1505,초월,2253,1923,20180904
20180901,경강선,1506,곤지암,2015,1876,20180904
20180901,경강선,1507,신둔도예촌,1152,1047,20180904
20180901,경강선,1508,이천,2849,3034,20180904
20180901,경강선,1509,부발,1877,1625,20180904
20180901,경강선,1510,세종대왕릉,302,319,20180904
20180901,경강선,1511,여주,2416,2497,20180904
20180901,5호선,2511,방화,5828,5412,20180904
20180901,5호선,2512,개화산,4562,4374,20180904
20180901,5호선,2513,김포공항,7874,7177,20180904
20180901,5호선,2514,송정,8135,7760,20180904
20180901,5호선,2515,마곡,5061,4590,20180904
20180901,5호선,2516,발산,15129,15708,20180904
20180901,5호선,2517,우장산,15084,14307,20180904
20180901,5호선,2518,화곡,24912,22422,20180904
20180901,5호선,2519,까치산,25520,24016,20180904
20180901,5호선,2520,신정(은행정),11190,9217,20180904
20180901,5호선,2521,목동,14578,14692,20180904
20180901,5호선,2522,오목교(목동운동장앞),21711,22632,20180904
20180901,5호선,2523,양평,4129,3881,20180904
20180901,5호선,2524,영등포구청,2223,2329,20180904
20180901,5호선,2525,영등포시장,8755,9652,20180904
20180901,5호선,2526,신길,2481,2605,20180904
20180901,5호선,2527,여의도,12191,14759,20180904
20180901,5호선,2528,여의나루,18296,19274,20180904
20180901,5호선,2529,마포,8839,8686,20180904
20180901,5호선,2530,공덕,8535,8682,20180904
20180901,5호선,2531,애오개,4796,4699,20180904
20180901,5호선,2532,충정로(경기대입구),2365,2055,20180904
20180901,5호선,2533,서대문,9578,9457,20180904
20180901,5호선,2534,광화문(세종문화회관),22221,22623,20180904
20180901,5호선,2535,종로3가,16374,15679,20180904
20180901,5호선,2536,을지로4가,4420,4967,20180904
20180901,5호선,2537,동대문역사문화공원,2802,5098,20180904
20180901,5호선,2538,청구,3311,2815,20180904
20180901,5호선,2539,신금호,4850,4783,20180904
20180901,5호선,2540,행당,6824,5879,20180904
20180901,5호선,2541,왕십리(성동구청),4779,6455,20180904
20180901,5호선,2542,마장,4957,4504,20180904
20180901,5호선,2543,답십리,13080,11639,20180904
20180901,5호선,2544,장한평,13951,13902,20180904
20180901,5호선,2545,군자(능동),9232,10361,20180904
20180901,5호선,2546,아차산(어린이대공원후문),13620,12668,20180904
20180901,5호선,2547,광나루(장신대),13075,11715,20180904
20180901,5호선,2548,천호(풍납토성),19967,19878,20180904
20180901,5호선,2549,강동,16632,14193,20180904
20180901,5호선,2550,길동,6474,6570,20180904
20180901,5호선,2551,굽은다리(강동구민회관앞),8667,7905,20180904
20180901,5호선,2552,명일,7042,6674,20180904
20180901,5호선,2553,고덕,8385,7956,20180904
20180901,5호선,2554,상일동,9903,8419,20180904
20180901,5호선,2555,둔촌동,8967,8983,20180904
20180901,5호선,2556,올림픽공원(한국체대),10555,10333,20180904
20180901,5호선,2557,방이,6186,5911,20180904
20180901,5호선,2558,오금,2617,2504,20180904
20180901,5호선,2559,개롱,5471,5536,20180904
20180901,5호선,2560,거여,5586,5107,20180904
20180901,5호선,2561,마천,4333,4447,20180904
20180901,6호선,2611,응암,15360,14663,20180904
20180901,6호선,2612,역촌,3421,3762,20180904
20180901,6호선,2613,불광,5455,4890,20180904
20180901,6호선,2614,독바위,2747,3113,20180904
20180901,6호선,2615,연신내,3,0,20180904
20180901,6호선,2616,구산,6963,5144,20180904
20180901,6호선,2617,새절(신사),10827,10348,20180904
20180901,6호선,2618,증산(명지대앞),9090,8342,20180904
20180901,6호선,2619,디지털미디어시티,9051,9306,20180904
20180901,6호선,2620,월드컵경기장(성산),10457,11308,20180904
20180901,6호선,2621,마포구청,11205,9567,20180904
20180901,6호선,2622,망원,13186,14465,20180904
20180901,6호선,2623,합정,16739,13977,20180904
20180901,6호선,2624,상수,10801,13894,20180904
20180901,6호선,2625,광흥창(서강),6773,6226,20180904
20180901,6호선,2626,대흥(서강대앞),6591,6817,20180904
20180901,6호선,2627,공덕,12796,12604,20180904
20180901,6호선,2628,효창공원앞,5806,5202,20180904
20180901,6호선,2629,삼각지,7542,5269,20180904
20180901,6호선,2630,녹사평(용산구청),8237,9378,20180904
20180901,6호선,2631,이태원,22774,29820,20180904
20180901,1호선,154,종로5가,25548,25874,20180904
20180901,1호선,153,종로3가,33842,32866,20180904
20180901,1호선,152,종각,33943,32180,20180904
20180901,1호선,151,시청,19329,19765,20180904
20180901,1호선,150,서울역,50305,49149,20180904
20180901,2호선,203,을지로3가,13684,12713,20180904
20180901,경인선,1823,도화,3717,3313,20180904
20180901,분당선,1865,기흥,7714,7153,20180904
20180901,분당선,1866,상갈,4568,4474,20180904
20180901,분당선,1867,청명,3731,3394,20180904
20180901,분당선,1868,영통,9187,9107,20180904
20180901,분당선,1869,망포,11429,9670,20180904
20180901,분당선,1870,매탄권선,3948,3614,20180904
20180901,분당선,1871,수원시청,12384,15089,20180904
20180901,분당선,1872,매교,2173,2234,20180904
20180901,일산선,1948,원흥,7687,6858,20180904
20180901,일산선,1950,삼송,14823,13742,20180904
20180901,일산선,1951,원당,10625,10011,20180904
20180901,일산선,1952,화정,17719,18217,20180904
20180901,일산선,1953,대곡,1436,1265,20180904
20180901,3호선,331,남부터미널(예술의전당),32324,32810,20180904
20180901,3호선,332,양재(서초구청),30154,31866,20180904
20180901,분당선,1864,신갈,3683,3586,20180904
20180901,분당선,1863,구성,3824,3849,20180904
20180901,분당선,1862,죽전,13566,15664,20180904
20180901,분당선,1861,보정,2170,1872,20180904
20180901,분당선,1860,이매,5262,5386,20180904
20180901,분당선,1859,오리,11318,9260,20180904
20180901,분당선,1858,미금,13967,14618,20180904
20180901,분당선,1857,정자,12974,13097,20180904
20180901,분당선,1856,수내,11932,11046,20180904
20180901,경인선,1821,온수(성공회대입구),6138,5727,20180904
20180901,경인선,1817,도원,2974,2977,20180904
20180901,경인선,1816,간석,5722,5432,20180904
20180901,경인선,1815,부개,8507,7945,20180904
20180901,경인선,1814,소사,11107,10303,20180904
20180901,경인선,1813,구일,5126,4990,20180904
20180901,경인선,1812,인천,5989,5327,20180904
20180901,경인선,1811,동인천,17050,16572,20180904
20180901,경인선,1810,제물포,9424,8782,20180904
20180901,경인선,1809,주안,22830,20263,20180904
20180901,경인선,1808,동암,16974,16856,20180904
20180901,경인선,1807,백운,7996,7746,20180904
20180901,경인선,1806,부평,39728,43470,20180904
20180901,경인선,1805,송내,26831,25542,20180904
20180901,경인선,1804,부천,39836,41191,20180904
20180901,경인선,1803,역곡,26635,25228,20180904
20180901,경인선,1802,오류동,11175,10185,20180904
20180901,경인선,1801,개봉,22670,21737,20180904
20180901,경부선,1750,광명,2415,1925,20180904
20180901,경부선,1749,서동탄,1621,1680,20180904
20180901,경부선,1729,당정,5520,5267,20180904
20180901,경부선,1728,천안,8406,8106,20180904
20180901,경부선,1727,두정,5703,5712,20180904
20180901,경부선,1726,직산,1026,919,20180904
20180901,경부선,1725,성환,4041,3827,20180904
20180901,경부선,1724,평택,15840,14779,20180904
20180901,경부선,1723,지제,2155,2138,20180904
20180901,경부선,1722,서정리,5039,4660,20180904
20180901,경부선,1721,송탄,5905,5372,20180904
20180901,경부선,1720,진위,1298,1178,20180904
20180901,경부선,1719,오산,11046,9895,20180904
20180901,경부선,1718,오산대,2896,2675,20180904
20180901,경부선,1717,세마,2868,2492,20180904
20180901,경부선,1716,병점,14862,14061,20180904
20180901,경부선,1715,세류,4144,3917,20180904
20180901,경부선,1714,독산,11261,11209,20180904
20180901,경부선,1713,수원,50949,54892,20180904
20180901,경부선,1712,화서,7353,7523,20180904
20180901,경부선,1711,성균관대,13727,13291,20180904
20180901,경부선,1710,의왕,7150,6813,20180904
20180901,경부선,1709,군포,5472,4766,20180904
20180901,경부선,1708,금정,22895,22784,20180904
20180901,경부선,1707,명학,6897,6671,20180904
20180901,경부선,1706,안양,24437,23975,20180904
20180901,경부선,1705,관악,7754,7148,20180904
20180901,경부선,1704,석수,9513,8672,20180904
20180901,경부선,1703,금천구청,9839,9603,20180904
20180901,경부선,1702,가산디지털단지,7369,9584,20180904
